Senate - 1996 Election																
First Preference Votes by Candidate																
By Vote Type by Division																


New South Wales																

Banks (78925)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		Group Total	AFI	369	0.57	43	0.79	5	1.34	21	0.77	24	0.63	0	462	0.6
P		TICKET VOTES	OAP	42	0.06	7	0.13	0	0	5	0.18	0	0	0	54	0.07
		"JEWELL, Perry J. B."	OAP	8	0.01	0	0	0	0	0	0	0	0	-1	7	0.01
		"GRAYSON, Michael William"	OAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	OAP	50	0.08	7	0.13	0	0	5	0.18	0	0	-1	61	0.08
Q		TICKET VOTES	NP	2674	4.12	236	4.32	10	2.69	85	3.13	95	2.49	0	3100	4.01
	#	"BOSWELL, Ron"	NP	129	0.2	7	0.13	0	0	11	0.41	27	0.71	0	174	0.23
		"COBB, Teresa M."	NP	4	0.01	1	0.02	0	0	0	0	2	0.05	0	7	0.01
		"CRANWELL, Terry Ann"	NP	8	0.01	1	0.02	0	0	0	0	0	0	0	9	0.01
		Group Total	NP	2815	4.34	245	4.48	10	2.69	96	3.54	124	3.26	0	3290	4.26
R		TICKET VOTES	AIP	70	0.11	7	0.13	2	0.54	5	0.18	1	0.03	0	85	0.11
		"WATSON, Sam"	AIP	18	0.03	1	0.02	0	0	0	0	0	0	0	19	0.02
		"TYSON, Netta"	AIP	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	AIP	93	0.14	8	0.15	2	0.54	5	0.18	1	0.03	0	109	0.14
UNGROUPED																
		"Mac NEVIN, Michelle"	IND	14	0.02	1	0.02	0	0	3	0.11	0	0	0	18	0.02
		"LETH, Chris"	IND	3	0	0	0	0	0	0	0	1	0.03	0	4	0.01
		"HOWSE, David Gordon"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"McKAY, Ross"	IND	7	0.01	2	0.04	0	0	0	0	0	0	0	9	0.01
		Ungrouped Total		25	0.04	3	0.05	0	0	3	0.11	1	0.03	0	32	0.04
			FORMAL	64874	96.05	5467	97.78	372	96.88	2714	97.94	3809	97.69	-3	77233	96.31
			INFORMAL	2669	3.95	124	2.22	12	3.13	57	2.06	90	2.31	6	2958	3.69
			TOTAL	67543	84.23	5591	6.97	384	0.48	2771	3.46	3899	4.86	3	80191	95



Longman (76863)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	ALP	16887	27.32	1388	27.86	153	34.77	531	25.24	587	26.29	0	19546	27.31
	#	"HOGG, John"	ALP	421	0.68	41	0.82	4	0.91	16	0.76	25	1.12	-3	504	0.7
	#	"GIBBS, Brenda"	ALP	49	0.08	8	0.16	0	0	1	0.05	1	0.04	-2	57	0.08
		"CALLAGHAN, Bernadette"	ALP	38	0.06	10	0.2	0	0	5	0.24	4	0.18	-1	56	0.08
		Group Total	ALP	17395	28.14	1447	29.04	157	35.68	553	26.28	617	27.63	-6	20163	28.17
B		TICKET VOTES	RBR	78	0.13	7	0.14	1	0.23	2	0.1	2	0.09	0	90	0.13
		"BUCKLEY, Brian"	RPA	6	0.01	1	0.02	0	0	1	0.05	0	0	0	8	0.01
		"BAILEY, David"	ABR	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		Group Total	RBR	86	0.14	9	0.18	1	0.23	3	0.14	2	0.09	0	101	0.14
C		TICKET VOTES	NLP	107	0.17	16	0.32	0	0	2	0.1	5	0.22	0	130	0.18
		"AYYAR, Kris"	NLP	10	0.02	1	0.02	0	0	0	0	0	0	0	11	0.02
		"PRICE, John"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	117	0.19	17	0.34	0	0	2	0.1	5	0.22	0	141	0.2
D		TICKET VOTES	GRN	1246	2.02	196	3.93	17	3.86	52	2.47	34	1.52	0	1545	2.16
		"JONES, Angela"	GRN	107	0.17	13	0.26	0	0	4	0.19	5	0.22	0	129	0.18
		"MAHONEY, Desiree"	GRN	8	0.01	0	0	0	0	0	0	1	0.04	0	9	0.01
		"CONNORS, Libby"	GRN	5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
		Group Total	GRN	1366	2.21	210	4.22	17	3.86	56	2.66	40	1.79	0	1689	2.36
E		TICKET VOTES		21	0.03	0	0	0	0	1	0.05	0	0	0	22	0.03
		"JONES, John Lee"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"JONES, Lee James"		1	0	0	0	0	0	0	0	1	0.04	0	2	0
		Group Total		24	0.04	0	0	0	0	1	0.05	1	0.04	0	26	0.04
F		TICKET VOTES		55	0.09	4	0.08	1	0.23	1	0.05	1	0.04	0	62	0.09
		"YOUNG, Phillip James"		13	0.02	0	0	0	0	1	0.05	0	0	0	14	0.02
		"LADLOW, Harvie William"		9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
		Group Total		77	0.12	4	0.08	1	0.23	2	0.1	1	0.04	0	85	0.12
G		TICKET VOTES		42	0.07	13	0.26	0	0	3	0.14	0	0	0	58	0.08
		"FREEMARIJUANA, J."		42	0.07	3	0.06	0	0	1	0.05	0	0	0	46	0.06
		"KNEIPP, Tony"		4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		Group Total		88	0.14	17	0.34	0	0	4	0.19	0	0	0	109	0.15
H		TICKET VOTES		37	0.06	6	0.12	1	0.23	0	0	0	0	0	44	0.06
		"McNIVEN, Ian"		1	0	1	0.02	0	0	1	0.05	0	0	0	3	0
		"SMYTH, Ray"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"MARKS, Robert J."		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		38	0.06	7	0.14	1	0.23	1	0.05	0	0	0	47	0.07
I		TICKET VOTES	LP	21679	35.07	1689	33.9	130	29.55	850	40.4	754	33.77	1	25103	35.08
	#	"MACDONALD, Ian"	LP	428	0.69	38	0.76	2	0.45	15	0.71	31	1.39	-1	513	0.72
	#	"HERRON, John"	LP	47	0.08	7	0.14	0	0	3	0.14	2	0.09	0	59	0.08
		"KEMBER, Debbie"	LP	28	0.05	5	0.1	0	0	2	0.1	0	0	0	35	0.05
		Group Total	LP	22182	35.89	1739	34.91	132	30	870	41.35	787	35.24	0	25710	35.93
J		TICKET VOTES	CTA	270	0.44	20	0.4	4	0.91	8	0.38	11	0.49	0	313	0.44
		"COOK, Harry"	CTA	49	0.08	5	0.1	0	0	1	0.05	3	0.13	0	58	0.08
		"COOK, Nan"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	CTA	321	0.52	25	0.5	4	0.91	9	0.43	14	0.63	0	373	0.52
K		TICKET VOTES	AWP	329	0.53	50	1	0	0	14	0.67	15	0.67	0	408	0.57
		"KELLY, Mary"	AWP	32	0.05	8	0.16	0	0	3	0.14	0	0	0	43	0.06
		"YUILLE, Lizbeth"	AWP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"HUGHEY, Jenny"	AWP	6	0.01	0	0	0	0	1	0.05	1	0.04	0	8	0.01
		Group Total	AWP	369	0.6	58	1.16	0	0	18	0.86	16	0.72	0	461	0.64
L		TICKET VOTES	ASP	386	0.62	48	0.96	2	0.45	20	0.95	10	0.45	0	466	0.65
		"SALISBURY, Peter Robert"	ASP	44	0.07	4	0.08	0	0	1	0.05	2	0.09	0	51	0.07
		"ISON, Bill"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ASP	430	0.7	52	1.04	2	0.45	21	1	12	0.54	0	517	0.72
M		TICKET VOTES		17	0.03	0	0	0	0	0	0	1	0.04	0	18	0.03
		"HETHERINGTON, Maurice V."		0	0	0	0	0	0	0	0	0	0	0	0	0
		"RUSSELL, Ross Herbert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		17	0.03	0	0	0	0	0	0	1	0.04	0	18	0.03
N		TICKET VOTES	DEM	8636	13.97	675	13.55	63	14.32	247	11.74	225	10.08	0	9846	13.76
	#	"KERNOT, Cheryl"	DEM	797	1.29	63	1.26	6	1.36	30	1.43	34	1.52	0	930	1.3
		"WALTERS, Tony"	DEM	1	0	0	0	0	0	0	0	1	0.04	0	2	0
		"COLLINS, Peter J."	DEM	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"REED, Annette Kim"	DEM	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	DEM	9443	15.28	738	14.81	69	15.68	277	13.17	260	11.64	0	10787	15.07
O		TICKET VOTES	AFI	311	0.5	41	0.82	6	1.36	11	0.52	22	0.99	0	391	0.55
		"MAYNE, Cynthia Dianne"	AFI	33	0.05	8	0.16	1	0.23	0	0	3	0.13	0	45	0.06
		"MINOGUE, John Gerard"	AFI	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		Group Total	AFI	347	0.56	50	1	7	1.59	11	0.52	25	1.12	0	440	0.61
P		TICKET VOTES	OAP	344	0.56	17	0.34	6	1.36	4	0.19	4	0.18	0	375	0.52
		"JEWELL, Perry J. B."	OAP	18	0.03	1	0.02	0	0	1	0.05	1	0.04	0	21	0.03
		"GRAYSON, Michael William"	OAP	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	OAP	365	0.59	18	0.36	6	1.36	5	0.24	5	0.22	0	399	0.56
Q		TICKET VOTES	NP	8803	14.24	561	11.26	41	9.32	256	12.17	416	18.63	0	10077	14.08
	#	"BOSWELL, Ron"	NP	233	0.38	22	0.44	0	0	10	0.48	25	1.12	0	290	0.41
		"COBB, Teresa M."	NP	14	0.02	0	0	0	0	2	0.1	2	0.09	0	18	0.03
		"CRANWELL, Terry Ann"	NP	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		Group Total	NP	9053	14.65	584	11.72	41	9.32	268	12.74	443	19.84	0	10389	14.52
R		TICKET VOTES	AIP	50	0.08	5	0.1	0	0	2	0.1	1	0.04	0	58	0.08
		"WATSON, Sam"	AIP	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"TYSON, Netta"	AIP	0	0	0	0	0	0	0	0	1	0.04	0	1	0
		Group Total	AIP	53	0.09	6	0.12	0	0	2	0.1	2	0.09	0	63	0.09
UNGROUPED																
		"Mac NEVIN, Michelle"	IND	31	0.05	0	0	1	0.23	1	0.05	1	0.04	0	34	0.05
		"LETH, Chris"	IND	1	0	1	0.02	1	0.23	0	0	0	0	0	3	0
		"HOWSE, David Gordon"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"McKAY, Ross"	IND	6	0.01	0	0	0	0	0	0	1	0.04	0	7	0.01
		Ungrouped Total		41	0.07	1	0.02	2	0.45	1	0.05	2	0.09	0	47	0.07
			FORMAL	61812	96.63	4982	98.34	440	96.07	2104	98.73	2233	98.59	-6	71565	96.86
			INFORMAL	2156	3.37	84	1.66	18	3.93	27	1.27	32	1.41	6	2323	3.14
			TOTAL	63968	86.57	5066	6.86	458	0.62	2131	2.88	2265	3.07	0	73888	96.13



McPherson (75851)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	ALP	14575	24.93	700	23.69	141	28.72	1318	24.85	508	25.89	0	17242	24.92
	#	"HOGG, John"	ALP	299	0.51	16	0.54	5	1.02	18	0.34	22	1.12	0	360	0.52
	#	"GIBBS, Brenda"	ALP	23	0.04	4	0.14	0	0	1	0.02	3	0.15	0	31	0.04
		"CALLAGHAN, Bernadette"	ALP	31	0.05	3	0.1	0	0	4	0.08	3	0.15	0	41	0.06
		Group Total	ALP	14928	25.53	723	24.47	146	29.74	1341	25.28	536	27.32	0	17674	25.55
B		TICKET VOTES	RBR	49	0.08	7	0.24	0	0	7	0.13	1	0.05	0	64	0.09
		"BUCKLEY, Brian"	RPA	5	0.01	2	0.07	0	0	0	0	0	0	0	7	0.01
		"BAILEY, David"	ABR	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	RBR	55	0.09	9	0.3	0	0	7	0.13	1	0.05	0	72	0.1
C		TICKET VOTES	NLP	68	0.12	10	0.34	1	0.2	6	0.11	3	0.15	0	88	0.13
		"AYYAR, Kris"	NLP	5	0.01	2	0.07	0	0	0	0	1	0.05	0	8	0.01
		"PRICE, John"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	73	0.12	12	0.41	1	0.2	6	0.11	4	0.2	0	96	0.14
D		TICKET VOTES	GRN	1734	2.97	164	5.55	34	6.92	171	3.22	21	1.07	0	2124	3.07
		"JONES, Angela"	GRN	103	0.18	5	0.17	1	0.2	15	0.28	7	0.36	0	131	0.19
		"MAHONEY, Desiree"	GRN	1	0	1	0.03	0	0	0	0	0	0	0	2	0
		"CONNORS, Libby"	GRN	4	0.01	1	0.03	0	0	0	0	0	0	0	5	0.01
		Group Total	GRN	1842	3.15	171	5.79	35	7.13	186	3.51	28	1.43	0	2262	3.27
E		TICKET VOTES		11	0.02	1	0.03	0	0	4	0.08	0	0	0	16	0.02
		"JONES, John Lee"		3	0.01	0	0	0	0	0	0	0	0	0	3	0
		"JONES, Lee James"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		14	0.02	1	0.03	0	0	4	0.08	0	0	0	19	0.03
F		TICKET VOTES		16	0.03	1	0.03	1	0.2	2	0.04	0	0	0	20	0.03
		"YOUNG, Phillip James"		5	0.01	1	0.03	0	0	0	0	0	0	0	6	0.01
		"LADLOW, Harvie William"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		22	0.04	2	0.07	1	0.2	2	0.04	0	0	0	27	0.04
G		TICKET VOTES		42	0.07	5	0.17	1	0.2	9	0.17	2	0.1	0	59	0.09
		"FREEMARIJUANA, J."		28	0.05	2	0.07	0	0	2	0.04	3	0.15	0	35	0.05
		"KNEIPP, Tony"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		70	0.12	7	0.24	1	0.2	11	0.21	5	0.25	0	94	0.14
H		TICKET VOTES		30	0.05	1	0.03	2	0.41	7	0.13	1	0.05	0	41	0.06
		"McNIVEN, Ian"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"SMYTH, Ray"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"MARKS, Robert J."		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		32	0.05	1	0.03	2	0.41	7	0.13	1	0.05	0	43	0.06
I		TICKET VOTES	LP	29789	50.95	1395	47.21	227	46.23	2739	51.64	992	50.56	0	35142	50.8
	#	"MACDONALD, Ian"	LP	340	0.58	26	0.88	0	0	38	0.72	35	1.78	0	439	0.63
	#	"HERRON, John"	LP	33	0.06	2	0.07	0	0	2	0.04	4	0.2	0	41	0.06
		"KEMBER, Debbie"	LP	19	0.03	3	0.1	0	0	4	0.08	3	0.15	0	29	0.04
		Group Total	LP	30181	51.62	1426	48.26	227	46.23	2783	52.47	1034	52.7	0	35651	51.54
J		TICKET VOTES	CTA	208	0.36	17	0.58	2	0.41	24	0.45	11	0.56	0	262	0.38
		"COOK, Harry"	CTA	44	0.08	1	0.03	1	0.2	3	0.06	1	0.05	0	50	0.07
		"COOK, Nan"	CTA	1	0	0	0	0	0	1	0.02	1	0.05	0	3	0
		Group Total	CTA	253	0.43	18	0.61	3	0.61	28	0.53	13	0.66	0	315	0.46
K		TICKET VOTES	AWP	202	0.35	29	0.98	5	1.02	26	0.49	16	0.82	0	278	0.4
		"KELLY, Mary"	AWP	7	0.01	1	0.03	0	0	2	0.04	2	0.1	0	12	0.02
		"YUILLE, Lizbeth"	AWP	0	0	1	0.03	0	0	0	0	0	0	0	1	0
		"HUGHEY, Jenny"	AWP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AWP	209	0.36	31	1.05	5	1.02	28	0.53	18	0.92	0	291	0.42
L		TICKET VOTES	ASP	156	0.27	14	0.47	1	0.2	27	0.51	4	0.2	0	202	0.29
		"SALISBURY, Peter Robert"	ASP	18	0.03	0	0	0	0	0	0	0	0	0	18	0.03
		"ISON, Bill"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	175	0.3	14	0.47	1	0.2	27	0.51	4	0.2	0	221	0.32
M		TICKET VOTES		9	0.02	0	0	0	0	0	0	0	0	0	9	0.01
		"HETHERINGTON, Maurice V."		1	0	0	0	1	0.2	0	0	0	0	0	2	0
		"RUSSELL, Ross Herbert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		10	0.02	0	0	1	0.2	0	0	0	0	0	11	0.02
N		TICKET VOTES	DEM	5768	9.87	307	10.39	41	8.35	388	7.32	162	8.26	0	6666	9.64
	#	"KERNOT, Cheryl"	DEM	483	0.83	24	0.81	0	0	48	0.9	19	0.97	0	574	0.83
		"WALTERS, Tony"	DEM	2	0	0	0	0	0	0	0	0	0	0	2	0
		"COLLINS, Peter J."	DEM	3	0.01	0	0	0	0	0	0	0	0	0	3	0
		"REED, Annette Kim"	DEM	7	0.01	0	0	0	0	1	0.02	1	0.05	0	9	0.01
		Group Total	DEM	6263	10.71	331	11.2	41	8.35	437	8.24	182	9.28	0	7254	10.49
O		TICKET VOTES	AFI	303	0.52	20	0.68	2	0.41	35	0.66	9	0.46	0	369	0.53
		"MAYNE, Cynthia Dianne"	AFI	36	0.06	4	0.14	0	0	5	0.09	1	0.05	0	46	0.07
		"MINOGUE, John Gerard"	AFI	1	0	0	0	0	0	0	0	1	0.05	0	2	0
		Group Total	AFI	340	0.58	24	0.81	2	0.41	40	0.75	11	0.56	0	417	0.6
P		TICKET VOTES	OAP	47	0.08	4	0.14	0	0	4	0.08	2	0.1	0	57	0.08
		"JEWELL, Perry J. B."	OAP	1	0	0	0	0	0	0	0	1	0.05	0	2	0
		"GRAYSON, Michael William"	OAP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	OAP	49	0.08	4	0.14	0	0	4	0.08	3	0.15	0	60	0.09
Q		TICKET VOTES	NP	3845	6.58	172	5.82	24	4.89	388	7.32	117	5.96	0	4546	6.57
	#	"BOSWELL, Ron"	NP	61	0.1	4	0.14	1	0.2	3	0.06	5	0.25	0	74	0.11
		"COBB, Teresa M."	NP	4	0.01	1	0.03	0	0	0	0	0	0	0	5	0.01
		"CRANWELL, Terry Ann"	NP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NP	3910	6.69	177	5.99	25	5.09	391	7.37	122	6.22	0	4625	6.69
R		TICKET VOTES	AIP	28	0.05	3	0.1	0	0	0	0	0	0	0	31	0.04
		"WATSON, Sam"	AIP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"TYSON, Netta"	AIP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AIP	29	0.05	3	0.1	0	0	0	0	0	0	0	32	0.05
UNGROUPED																
		"Mac NEVIN, Michelle"	IND	4	0.01	1	0.03	0	0	1	0.02	0	0	0	6	0.01
		"LETH, Chris"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOWSE, David Gordon"	IND	4	0.01	0	0	0	0	1	0.02	0	0	0	5	0.01
		"McKAY, Ross"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		Ungrouped Total		10	0.02	1	0.03	0	0	2	0.04	0	0	0	13	0.02
			FORMAL	58465	96.29	2955	98.21	491	97.81	5304	98.5	1962	97.9	0	69177	96.59
			INFORMAL	2253	3.71	54	1.79	11	2.19	81	1.5	42	2.1	0	2441	3.41
			TOTAL	60718	84.78	3009	4.2	502	0.7	5385	7.52	2004	2.8	0	71618	94.42



Maranoa (82569)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	ALP	13177	21.89	1287	21.49	151	31.46	320	19.18	809	10.69	0	15744	20.74
	#	"HOGG, John"	ALP	401	0.67	51	0.85	8	1.67	12	0.72	31	0.41	0	503	0.66
	#	"GIBBS, Brenda"	ALP	22	0.04	8	0.13	0	0	0	0	3	0.04	0	33	0.04
		"CALLAGHAN, Bernadette"	ALP	39	0.06	5	0.08	2	0.42	0	0	3	0.04	-1	48	0.06
		Group Total	ALP	13639	22.66	1351	22.56	161	33.54	332	19.9	846	11.17	-1	16328	21.51
B		TICKET VOTES	RBR	102	0.17	10	0.17	1	0.21	6	0.36	0	0	0	119	0.16
		"BUCKLEY, Brian"	RPA	9	0.01	2	0.03	0	0	0	0	0	0	0	11	0.01
		"BAILEY, David"	ABR	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	RBR	112	0.19	12	0.2	1	0.21	6	0.36	0	0	0	131	0.17
C		TICKET VOTES	NLP	206	0.34	23	0.38	2	0.42	4	0.24	5	0.07	0	240	0.32
		"AYYAR, Kris"	NLP	5	0.01	1	0.02	0	0	0	0	1	0.01	0	7	0.01
		"PRICE, John"	NLP	4	0.01	1	0.02	0	0	0	0	1	0.01	0	6	0.01
		Group Total	NLP	215	0.36	25	0.42	2	0.42	4	0.24	7	0.09	0	253	0.33
D		TICKET VOTES	GRN	578	0.96	116	1.94	8	1.67	33	1.98	32	0.42	1	768	1.01
		"JONES, Angela"	GRN	52	0.09	10	0.17	2	0.42	0	0	6	0.08	0	70	0.09
		"MAHONEY, Desiree"	GRN	0	0	3	0.05	0	0	0	0	1	0.01	-1	3	0
		"CONNORS, Libby"	GRN	1	0	0	0	0	0	2	0.12	0	0	0	3	0
		Group Total	GRN	631	1.05	129	2.15	10	2.08	35	2.1	39	0.52	0	844	1.11
E		TICKET VOTES		17	0.03	1	0.02	1	0.21	3	0.18	1	0.01	0	23	0.03
		"JONES, John Lee"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"JONES, Lee James"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		17	0.03	1	0.02	1	0.21	3	0.18	1	0.01	0	23	0.03
F		TICKET VOTES		66	0.11	7	0.12	2	0.42	2	0.12	1	0.01	0	78	0.1
		"YOUNG, Phillip James"		21	0.03	6	0.1	0	0	0	0	1	0.01	0	28	0.04
		"LADLOW, Harvie William"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		88	0.15	13	0.22	2	0.42	2	0.12	2	0.03	0	107	0.14
G		TICKET VOTES		38	0.06	5	0.08	0	0	7	0.42	4	0.05	0	54	0.07
		"FREEMARIJUANA, J."		24	0.04	6	0.1	1	0.21	1	0.06	2	0.03	0	34	0.04
		"KNEIPP, Tony"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		63	0.1	11	0.18	1	0.21	8	0.48	6	0.08	0	89	0.12
H		TICKET VOTES		23	0.04	3	0.05	1	0.21	1	0.06	1	0.01	0	29	0.04
		"McNIVEN, Ian"		3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"SMYTH, Ray"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"MARKS, Robert J."		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		27	0.04	4	0.07	1	0.21	1	0.06	1	0.01	0	34	0.04
I		TICKET VOTES	LP	7675	12.75	1345	22.46	86	17.92	438	26.26	1245	16.44	0	10789	14.21
	#	"MACDONALD, Ian"	LP	187	0.31	33	0.55	1	0.21	10	0.6	71	0.94	0	302	0.4
	#	"HERRON, John"	LP	23	0.04	3	0.05	0	0	1	0.06	13	0.17	0	40	0.05
		"KEMBER, Debbie"	LP	28	0.05	5	0.08	0	0	0	0	3	0.04	0	36	0.05
		Group Total	LP	7913	13.15	1386	23.15	87	18.13	449	26.92	1332	17.59	0	11167	14.71
J		TICKET VOTES	CTA	170	0.28	21	0.35	3	0.63	17	1.02	62	0.82	0	273	0.36
		"COOK, Harry"	CTA	73	0.12	7	0.12	0	0	4	0.24	7	0.09	0	91	0.12
		"COOK, Nan"	CTA	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	CTA	246	0.41	28	0.47	3	0.63	21	1.26	69	0.91	0	367	0.48
K		TICKET VOTES	AWP	342	0.57	57	0.95	4	0.83	14	0.84	21	0.28	0	438	0.58
		"KELLY, Mary"	AWP	24	0.04	5	0.08	0	0	0	0	3	0.04	0	32	0.04
		"YUILLE, Lizbeth"	AWP	0	0	0	0	0	0	1	0.06	1	0.01	0	2	0
		"HUGHEY, Jenny"	AWP	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		Group Total	AWP	366	0.61	63	1.05	4	0.83	15	0.9	25	0.33	0	473	0.62
L		TICKET VOTES	ASP	580	0.96	84	1.4	8	1.67	16	0.96	57	0.75	0	745	0.98
		"SALISBURY, Peter Robert"	ASP	63	0.1	4	0.07	0	0	2	0.12	18	0.24	0	87	0.11
		"ISON, Bill"	ASP	1	0	0	0	1	0.21	1	0.06	0	0	0	3	0
		Group Total	ASP	644	1.07	88	1.47	9	1.88	19	1.14	75	0.99	0	835	1.1
M		TICKET VOTES		20	0.03	1	0.02	1	0.21	0	0	8	0.11	0	30	0.04
		"HETHERINGTON, Maurice V."		7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		"RUSSELL, Ross Herbert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		27	0.04	1	0.02	1	0.21	0	0	8	0.11	0	37	0.05
N		TICKET VOTES	DEM	4004	6.65	459	7.67	16	3.33	125	7.49	352	4.65	1	4957	6.53
	#	"KERNOT, Cheryl"	DEM	460	0.76	53	0.89	1	0.21	15	0.9	58	0.77	-1	586	0.77
		"WALTERS, Tony"	DEM	0	0	1	0.02	0	0	1	0.06	0	0	0	2	0
		"COLLINS, Peter J."	DEM	1	0	0	0	1	0.21	0	0	0	0	0	2	0
		"REED, Annette Kim"	DEM	6	0.01	0	0	0	0	0	0	1	0.01	0	7	0.01
		Group Total	DEM	4471	7.43	513	8.57	18	3.75	141	8.45	411	5.43	0	5554	7.32
O		TICKET VOTES	AFI	335	0.56	47	0.78	2	0.42	16	0.96	45	0.59	0	445	0.59
		"MAYNE, Cynthia Dianne"	AFI	60	0.1	4	0.07	0	0	1	0.06	15	0.2	-1	79	0.1
		"MINOGUE, John Gerard"	AFI	5	0.01	1	0.02	0	0	0	0	1	0.01	0	7	0.01
		Group Total	AFI	400	0.66	52	0.87	2	0.42	17	1.02	61	0.81	-1	531	0.7
P		TICKET VOTES	OAP	145	0.24	13	0.22	1	0.21	7	0.42	10	0.13	0	176	0.23
		"JEWELL, Perry J. B."	OAP	10	0.02	1	0.02	0	0	0	0	3	0.04	0	14	0.02
		"GRAYSON, Michael William"	OAP	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	OAP	158	0.26	14	0.23	1	0.21	7	0.42	13	0.17	0	193	0.25
Q		TICKET VOTES	NP	30473	50.62	2208	36.87	170	35.42	592	35.49	4333	57.23	0	37776	49.77
	#	"BOSWELL, Ron"	NP	471	0.78	68	1.14	1	0.21	13	0.78	276	3.65	-3	826	1.09
		"COBB, Teresa M."	NP	45	0.07	3	0.05	0	0	1	0.06	46	0.61	1	96	0.13
		"CRANWELL, Terry Ann"	NP	18	0.03	2	0.03	1	0.21	0	0	6	0.08	0	27	0.04
		Group Total	NP	31007	51.51	2281	38.09	172	35.83	606	36.33	4661	61.56	-2	38725	51.02
R		TICKET VOTES	AIP	140	0.23	14	0.23	3	0.63	1	0.06	10	0.13	0	168	0.22
		"WATSON, Sam"	AIP	11	0.02	0	0	0	0	0	0	1	0.01	0	12	0.02
		"TYSON, Netta"	AIP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AIP	151	0.25	14	0.23	3	0.63	1	0.06	11	0.15	0	180	0.24
UNGROUPED																
		"Mac NEVIN, Michelle"	IND	16	0.03	0	0	1	0.21	1	0.06	1	0.01	0	19	0.03
