Senate -1998 Election															
First Preference Votes by Candidate															
By Vote Type by Division															


New South Wales															

Banks (80108)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
		"BUCKLEY, Ray"	OAP	7	0.01	0	0	0	0	0	0	0	0	7	0.01
		Group Total	OAP	310	0.5	26	0.48	4	0.74	19	0.47	6	0.2	365	0.49
L		TICKET VOTES	NLP	56	0.09	9	0.17	1	0.18	5	0.12	2	0.07	73	0.1
		"WILSON, Geoff"	NLP	2	0	0	0	0	0	0	0	0	0	2	0
		"McKENZIE, Dorothy"	NLP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	59	0.1	9	0.17	1	0.18	5	0.12	2	0.07	76	0.1
M		TICKET VOTES	ARP	58	0.09	10	0.19	2	0.37	2	0.05	1	0.03	73	0.1
		"MOLONEY, Brenda Mary"	ARP	9	0.01	1	0.02	0	0	1	0.02	2	0.07	13	0.02
		"FLEMING, Terry"	ARP	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		Group Total	ARP	73	0.12	11	0.2	2	0.37	3	0.07	3	0.1	92	0.12
N		TICKET VOTES	DEM	3750	6.09	316	5.89	17	3.14	249	6.11	107	3.61	4439	5.96
	#	"WOODLEY, John"	DEM	352	0.57	38	0.71	2	0.37	23	0.56	12	0.4	427	0.57
		"CHERRY, John Clifford"	DEM	6	0.01	0	0	0	0	3	0.07	0	0	9	0.01
		"BATHURST, Megan Jane"	DEM	35	0.06	3	0.06	1	0.18	3	0.07	2	0.07	44	0.06
		Group Total	DEM	4143	6.73	357	6.65	20	3.7	278	6.83	121	4.08	4919	6.6
O		TICKET VOTES	ACS	83	0.13	11	0.2	4	0.74	4	0.1	5	0.17	107	0.14
		"THE FAMILY COURT REFUSES MY DAUR, Bruce"	ACS	12	0.02	0	0	0	0	0	0	0	0	12	0.02
		"SOUTHALL, Steve"	ACS	1	0	1	0.02	0	0	0	0	0	0	2	0
		Group Total	ACS	96	0.16	12	0.22	4	0.74	4	0.1	5	0.17	121	0.16
P		TICKET VOTES	ALP	14340	23.29	1188	22.13	153	28.28	886	21.76	632	21.32	17199	23.08
	#	"McLUCAS, Jan"	ALP	396	0.64	26	0.48	1	0.18	29	0.71	29	0.98	481	0.65
	#	"LUDWIG, Joe"	ALP	22	0.04	1	0.02	0	0	1	0.02	1	0.03	25	0.03
		"PIASECKI, Jann"	ALP	17	0.03	4	0.07	0	0	0	0	3	0.1	24	0.03
		Group Total	ALP	14775	24	1219	22.71	154	28.47	916	22.5	665	22.43	17729	23.79
Q		TICKET VOTES	LP	17055	27.7	1475	27.48	120	22.18	1235	30.33	875	29.51	20760	27.86
	#	"PARER, Warwick"	LP	342	0.56	41	0.76	2	0.37	25	0.61	25	0.84	435	0.58
	#	"MASON, Brett"	LP	15	0.02	2	0.04	0	0	0	0	1	0.03	18	0.02
		"MacGIBBON, David"	LP	19	0.03	2	0.04	0	0	0	0	3	0.1	24	0.03
		"KEMBER, Deborah"	LP	29	0.05	1	0.02	0	0	5	0.12	1	0.03	36	0.05
		Group Total	LP	17460	28.36	1521	28.33	122	22.55	1265	31.07	905	30.52	21273	28.55
R		TICKET VOTES	AWP	282	0.46	34	0.63	2	0.37	30	0.74	14	0.47	362	0.49
		"KELLY, Mary"	AWP	21	0.03	6	0.11	0	0	2	0.05	0	0	29	0.04
		"HUGHEY, Jenny"	AWP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AWP	303	0.49	40	0.75	2	0.37	32	0.79	14	0.47	391	0.52
S		TICKET VOTES		20	0.03	0	0	1	0.18	3	0.07	1	0.03	25	0.03
		"JOHNSTON, Selwyn N. L."		0	0	0	0	0	0	0	0	0	0	0	0
		"JOHNSTON, Aaron M."		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		20	0.03	0	0	1	0.18	3	0.07	1	0.03	25	0.03
T		TICKET VOTES	DSL	96	0.16	15	0.28	0	0	8	0.2	3	0.1	122	0.16
		"GIANNIOTIS, Andy"	DSL	7	0.01	1	0.02	0	0	0	0	1	0.03	9	0.01
		"WYNTER, Coral"	DSL	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	DSL	103	0.17	16	0.3	0	0	8	0.2	4	0.13	131	0.18
U		TICKET VOTES	GRN	763	1.24	118	2.2	17	3.14	84	2.06	31	1.05	1013	1.36
		"HUTTON, Drew"	GRN	116	0.19	14	0.26	1	0.18	7	0.17	3	0.1	141	0.19
		"MAHONEY, Desiree"	GRN	5	0.01	1	0.02	0	0	0	0	0	0	6	0.01
		"GWIN, Chris"	GRN	10	0.02	0	0	0	0	1	0.02	0	0	11	0.01
		Group Total	GRN	894	1.45	133	2.48	18	3.33	92	2.26	34	1.15	1171	1.57
UNGROUPED															
		"MacNEVIN, Michelle J."	IND	22	0.04	1	0.02	0	0	0	0	3	0.1	26	0.03
		"SHARPLES, Terry"	IND	3	0	0	0	0	0	0	0	2	0.07	5	0.01
		"DALTON, Kenny"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"HODGETTS, Doug"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"PEACH, Bryan"	IND	3	0	1	0.02	0	0	0	0	1	0.03	5	0.01
		Ungrouped Total		30	0.05	2	0.04	0	0	0	0	6	0.2	38	0.05
			FORMAL	61572	97.13	5368	98.86	541	98.01	4072	98.55	2965	98.54	74518	97.39
			INFORMAL	1817	2.87	62	1.14	11	1.99	60	1.45	44	1.46	1994	2.61
			TOTAL	63389	82.85	5430	7.1	552	0.72	4132	5.4	3009	3.93	76512	95.19



Herbert (84458)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	QF	405	0.62	21	0.48	4	0.62	14	0.32	8	0.28	452	0.58
		"COLSTON, David Andrew"	QF	48	0.07	4	0.09	0	0	1	0.02	0	0	53	0.07
		"COLSTON, Dawn Patricia"	QF	3	0	0	0	0	0	0	0	0	0	3	0
		Group Total	QF	456	0.69	25	0.57	4	0.62	15	0.35	8	0.28	508	0.65
B		TICKET VOTES		28	0.04	0	0	1	0.15	2	0.05	2	0.07	33	0.04
		"LINSLEY, Jan"		12	0.02	1	0.02	1	0.15	0	0	0	0	14	0.02
		"MEREDITH, Percy"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		40	0.06	1	0.02	2	0.31	2	0.05	2	0.07	47	0.06
C		TICKET VOTES		14	0.02	0	0	1	0.15	0	0	0	0	15	0.02
		"PAYNE, Noel Andrew"		4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"PAVIER, Jim"		2	0	0	0	0	0	0	0	0	0	2	0
		Group Total		20	0.03	0	0	1	0.15	0	0	0	0	21	0.03
D		TICKET VOTES		237	0.36	8	0.18	3	0.46	18	0.41	4	0.14	270	0.35
		"FONG, Harry"	UNI	23	0.04	1	0.02	0	0	7	0.16	3	0.1	34	0.04
		"TOOGOOD, Chris"	UNI	1	0	0	0	0	0	0	0	1	0.03	2	0
		Group Total		261	0.4	9	0.21	3	0.46	25	0.58	8	0.28	306	0.39
E		TICKET VOTES	NP	2058	3.13	272	6.22	14	2.16	149	3.43	112	3.85	2605	3.34
		"O'CHEE, Bill"	NP	165	0.25	12	0.27	2	0.31	18	0.41	6	0.21	203	0.26
		"BRADLEY, Thomas Joseph"	NP	4	0.01	1	0.02	0	0	0	0	0	0	5	0.01
		"COBB, Teresa M."	NP	4	0.01	0	0	0	0	1	0.02	2	0.07	7	0.01
		Group Total	NP	2231	3.4	285	6.51	16	2.47	168	3.87	120	4.13	2820	3.62
F		TICKET VOTES	FST	142	0.22	15	0.34	2	0.31	5	0.12	3	0.1	167	0.21
		"NAGLE, Eric"	FST	9	0.01	2	0.05	0	0	0	0	0	0	11	0.01
		"DUKE, Klaus"	FST	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FST	151	0.23	17	0.39	2	0.31	5	0.12	3	0.1	178	0.23
G		TICKET VOTES	CTA	728	1.11	57	1.3	6	0.93	57	1.31	22	0.76	870	1.12
		"BRADFORD, John"	CTA	100	0.15	7	0.16	0	0	7	0.16	8	0.28	122	0.16
		"BLACKMAN, Kerry"	CTA	9	0.01	3	0.07	0	0	2	0.05	0	0	14	0.02
		"MacKENZIE, Judy"	CTA	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		Group Total	CTA	841	1.28	67	1.53	6	0.93	66	1.52	30	1.03	1010	1.3
H		TICKET VOTES	FLR	59	0.09	1	0.02	1	0.15	1	0.02	1	0.03	63	0.08
		"WEEDON, Barry Francis"	FLR	3	0	2	0.05	0	0	1	0.02	0	0	6	0.01
		"SOMERS, Robyn Ellen"	FLR	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FLR	62	0.09	3	0.07	1	0.15	2	0.05	1	0.03	69	0.09
I		TICKET VOTES	HAN	9355	14.24	572	13.07	99	15.3	590	13.58	356	12.24	10972	14.07
	#	"HILL, Heather"	HAN	481	0.73	26	0.59	2	0.31	36	0.83	29	1	574	0.74
		"HARRIS, Len"	HAN	9	0.01	1	0.02	0	0	1	0.02	0	0	11	0.01
		"GORDON, Sue"	HAN	12	0.02	2	0.05	0	0	1	0.02	2	0.07	17	0.02
		"ANNING, David"	HAN	5	0.01	1	0.02	0	0	1	0.02	1	0.03	8	0.01
		"EVANS, Barry John"	HAN	8	0.01	1	0.02	0	0	0	0	1	0.03	10	0.01
		Group Total	HAN	9870	15.03	603	13.78	101	15.61	629	14.48	389	13.38	11592	14.87
J		TICKET VOTES	CEC	23	0.04	2	0.05	1	0.15	1	0.02	1	0.03	28	0.04
		"HETHERINGTON, Maurice"	CEC	1	0	0	0	0	0	0	0	0	0	1	0
		"GILLHAM, Ray"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	24	0.04	2	0.05	1	0.15	1	0.02	1	0.03	29	0.04
K		TICKET VOTES	OAP	309	0.47	23	0.53	2	0.31	23	0.53	7	0.24	364	0.47
		"ZOCCHI, Mario"	OAP	9	0.01	1	0.02	0	0	0	0	0	0	10	0.01
		"BUCKLEY, Ray"	OAP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	OAP	320	0.49	24	0.55	2	0.31	23	0.53	7	0.24	376	0.48
L		TICKET VOTES	NLP	43	0.07	7	0.16	2	0.31	4	0.09	3	0.1	59	0.08
		"WILSON, Geoff"	NLP	2	0	0	0	0	0	0	0	0	0	2	0
		"McKENZIE, Dorothy"	NLP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	45	0.07	7	0.16	2	0.31	4	0.09	3	0.1	61	0.08
M		TICKET VOTES	ARP	46	0.07	2	0.05	0	0	5	0.12	8	0.28	61	0.08
		"MOLONEY, Brenda Mary"	ARP	4	0.01	0	0	0	0	2	0.05	0	0	6	0.01
		"FLEMING, Terry"	ARP	9	0.01	0	0	0	0	1	0.02	0	0	10	0.01
		Group Total	ARP	59	0.09	2	0.05	0	0	8	0.18	8	0.28	77	0.1
N		TICKET VOTES	DEM	3326	5.06	283	6.47	17	2.63	245	5.64	116	3.99	3987	5.11
	#	"WOODLEY, John"	DEM	336	0.51	24	0.55	1	0.15	35	0.81	20	0.69	416	0.53
		"CHERRY, John Clifford"	DEM	5	0.01	0	0	0	0	0	0	0	0	5	0.01
		"BATHURST, Megan Jane"	DEM	51	0.08	1	0.02	0	0	3	0.07	3	0.1	58	0.07
		Group Total	DEM	3718	5.66	308	7.04	18	2.78	283	6.51	139	4.78	4466	5.73
O		TICKET VOTES	ACS	137	0.21	6	0.14	6	0.93	7	0.16	7	0.24	163	0.21
		"THE FAMILY COURT REFUSES MY DAUR, Bruce"	ACS	18	0.03	2	0.05	0	0	1	0.02	5	0.17	26	0.03
		"SOUTHALL, Steve"	ACS	0	0	0	0	0	0	0	0	1	0.03	1	0
		Group Total	ACS	155	0.24	8	0.18	6	0.93	8	0.18	13	0.45	190	0.24
P		TICKET VOTES	ALP	22435	34.16	1460	33.37	279	43.12	1266	29.14	1026	35.28	26466	33.95
	#	"McLUCAS, Jan"	ALP	416	0.63	37	0.85	6	0.93	30	0.69	14	0.48	503	0.65
	#	"LUDWIG, Joe"	ALP	18	0.03	1	0.02	0	0	3	0.07	1	0.03	23	0.03
		"PIASECKI, Jann"	ALP	18	0.03	2	0.05	0	0	2	0.05	3	0.1	25	0.03
		Group Total	ALP	22887	34.84	1500	34.29	285	44.05	1301	29.94	1044	35.9	27017	34.65
Q		TICKET VOTES	LP	22414	34.12	1314	30.03	173	26.74	1626	37.42	1027	35.32	26554	34.06
	#	"PARER, Warwick"	LP	358	0.55	37	0.85	1	0.15	40	0.92	24	0.83	460	0.59
	#	"MASON, Brett"	LP	15	0.02	3	0.07	0	0	0	0	2	0.07	20	0.03
		"MacGIBBON, David"	LP	18	0.03	2	0.05	0	0	2	0.05	4	0.14	26	0.03
		"KEMBER, Deborah"	LP	32	0.05	3	0.07	1	0.15	4	0.09	7	0.24	47	0.06
		Group Total	LP	22837	34.77	1359	31.06	175	27.05	1672	38.48	1064	36.59	27107	34.77
R		TICKET VOTES	AWP	389	0.59	32	0.73	0	0	18	0.41	17	0.58	456	0.58
		"KELLY, Mary"	AWP	32	0.05	3	0.07	0	0	2	0.05	1	0.03	38	0.05
		"HUGHEY, Jenny"	AWP	4	0.01	1	0.02	0	0	0	0	0	0	5	0.01
		Group Total	AWP	425	0.65	36	0.82	0	0	20	0.46	18	0.62	499	0.64
S		TICKET VOTES		24	0.04	0	0	3	0.46	2	0.05	0	0	29	0.04
		"JOHNSTON, Selwyn N. L."		1	0	0	0	0	0	0	0	0	0	1	0
		"JOHNSTON, Aaron M."		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		25	0.04	0	0	3	0.46	2	0.05	0	0	30	0.04
T		TICKET VOTES	DSL	109	0.17	9	0.21	0	0	5	0.12	2	0.07	125	0.16
		"GIANNIOTIS, Andy"	DSL	7	0.01	0	0	0	0	1	0.02	0	0	8	0.01
		"WYNTER, Coral"	DSL	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	DSL	117	0.18	9	0.21	0	0	6	0.14	2	0.07	134	0.17
U		TICKET VOTES	GRN	935	1.42	90	2.06	17	2.63	79	1.82	41	1.41	1162	1.49
		"HUTTON, Drew"	GRN	169	0.26	11	0.25	2	0.31	19	0.44	3	0.1	204	0.26
		"MAHONEY, Desiree"	GRN	5	0.01	0	0	0	0	2	0.05	0	0	7	0.01
		"GWIN, Chris"	GRN	3	0	1	0.02	0	0	0	0	1	0.03	5	0.01
		Group Total	GRN	1112	1.69	102	2.33	19	2.94	100	2.3	45	1.55	1378	1.77
UNGROUPED															
		"MacNEVIN, Michelle J."	IND	16	0.02	3	0.07	0	0	3	0.07	2	0.07	24	0.03
		"SHARPLES, Terry"	IND	0	0	1	0.02	0	0	0	0	1	0.03	2	0
		"DALTON, Kenny"	IND	5	0.01	4	0.09	0	0	1	0.02	0	0	10	0.01
		"HODGETTS, Doug"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"PEACH, Bryan"	IND	8	0.01	0	0	0	0	1	0.02	0	0	9	0.01
		Ungrouped Total		29	0.04	8	0.18	0	0	5	0.12	3	0.1	45	0.06
			FORMAL	65685	97.09	4375	98.74	647	97.88	4345	98.93	2908	98.21	77960	97.33
			INFORMAL	1967	2.91	56	1.26	14	2.12	47	1.07	53	1.79	2137	2.67
			TOTAL	67652	84.46	4431	5.53	661	0.83	4392	5.48	2961	3.7	80097	94.84



Hinkler (78336)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	QF	374	0.63	11	0.25	1	0.27	10	0.22	12	0.37	408	0.56
		"COLSTON, David Andrew"	QF	34	0.06	3	0.07	0	0	1	0.02	2	0.06	40	0.06
		"COLSTON, Dawn Patricia"	QF	1	0	1	0.02	1	0.27	0	0	0	0	3	0
		Group Total	QF	409	0.68	15	0.35	2	0.54	11	0.24	14	0.43	451	0.62
B		TICKET VOTES		23	0.04	2	0.05	0	0	0	0	2	0.06	27	0.04
		"LINSLEY, Jan"		3	0.01	0	0	0	0	0	0	0	0	3	0
		"MEREDITH, Percy"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		27	0.05	2	0.05	0	0	0	0	2	0.06	31	0.04
C		TICKET VOTES		15	0.03	6	0.14	1	0.27	7	0.15	0	0	29	0.04
		"PAYNE, Noel Andrew"		4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"PAVIER, Jim"		4	0.01	0	0	0	0	0	0	0	0	4	0.01
		Group Total		23	0.04	6	0.14	1	0.27	7	0.15	0	0	37	0.05
D		TICKET VOTES		183	0.31	21	0.48	5	1.36	21	0.45	7	0.21	237	0.33
		"FONG, Harry"	UNI	14	0.02	2	0.05	0	0	1	0.02	1	0.03	18	0.02
		"TOOGOOD, Chris"	UNI	1	0	2	0.05	0	0	0	0	0	0	3	0
		Group Total		198	0.33	25	0.58	5	1.36	22	0.48	8	0.25	258	0.36
E		TICKET VOTES	NP	14125	23.62	613	14.15	52	14.13	1075	23.24	861	26.38	16726	23.11
		"O'CHEE, Bill"	NP	243	0.41	27	0.62	1	0.27	22	0.48	29	0.89	322	0.44
		"BRADLEY, Thomas Joseph"	NP	10	0.02	1	0.02	0	0	0	0	0	0	11	0.02
		"COBB, Teresa M."	NP	5	0.01	1	0.02	0	0	1	0.02	0	0	7	0.01
		Group Total	NP	14383	24.05	642	14.82	53	14.4	1098	23.74	890	27.27	17066	23.58
F		TICKET VOTES	FST	166	0.28	17	0.39	0	0	9	0.19	4	0.12	196	0.27
		"NAGLE, Eric"	FST	10	0.02	2	0.05	0	0	0	0	0	0	12	0.02
		"DUKE, Klaus"	FST	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	FST	177	0.3	19	0.44	0	0	9	0.19	4	0.12	209	0.29
G		TICKET VOTES	CTA	732	1.22	44	1.02	3	0.82	53	1.15	42	1.29	874	1.21
		"BRADFORD, John"	CTA	84	0.14	7	0.16	0	0	7	0.15	2	0.06	100	0.14
		"BLACKMAN, Kerry"	CTA	3	0.01	1	0.02	0	0	1	0.02	1	0.03	6	0.01
		"MacKENZIE, Judy"	CTA	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CTA	819	1.37	52	1.2	3	0.82	61	1.32	45	1.38	980	1.35
H		TICKET VOTES	FLR	81	0.14	3	0.07	0	0	6	0.13	6	0.18	96	0.13
		"WEEDON, Barry Francis"	FLR	5	0.01	1	0.02	0	0	0	0	1	0.03	7	0.01
		"SOMERS, Robyn Ellen"	FLR	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	FLR	87	0.15	4	0.09	0	0	6	0.13	7	0.21	104	0.14
I		TICKET VOTES	HAN	11202	18.73	825	19.05	75	20.38	857	18.53	572	17.52	13531	18.69
	#	"HILL, Heather"	HAN	508	0.85	51	1.18	2	0.54	34	0.74	44	1.35	639	0.88
		"HARRIS, Len"	HAN	10	0.02	4	0.09	0	0	0	0	1	0.03	15	0.02
		"GORDON, Sue"	HAN	14	0.02	0	0	0	0	1	0.02	1	0.03	16	0.02
		"ANNING, David"	HAN	5	0.01	1	0.02	0	0	1	0.02	1	0.03	8	0.01
		"EVANS, Barry John"	HAN	19	0.03	2	0.05	0	0	1	0.02	0	0	22	0.03
		Group Total	HAN	11758	19.66	883	20.39	77	20.92	894	19.33	619	18.96	14231	19.66
J		TICKET VOTES	CEC	90	0.15	8	0.18	0	0	10	0.22	3	0.09	111	0.15
		"HETHERINGTON, Maurice"	CEC	7	0.01	0	0	0	0	0	0	0	0	7	0.01
		"GILLHAM, Ray"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	97	0.16	8	0.18	0	0	10	0.22	3	0.09	118	0.16
K		TICKET VOTES	OAP	276	0.46	21	0.48	5	1.36	20	0.43	4	0.12	326	0.45
		"ZOCCHI, Mario"	OAP	7	0.01	0	0	0	0	0	0	0	0	7	0.01
		"BUCKLEY, Ray"	OAP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	OAP	283	0.47	21	0.48	5	1.36	20	0.43	4	0.12	333	0.46
L		TICKET VOTES	NLP	57	0.1	5	0.12	1	0.27	7	0.15	1	0.03	71	0.1
		"WILSON, Geoff"	NLP	1	0	1	0.02	0	0	1	0.02	0	0	3	0
		"McKENZIE, Dorothy"	NLP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	59	0.1	6	0.14	1	0.27	8	0.17	1	0.03	75	0.1
M		TICKET VOTES	ARP	66	0.11	1	0.02	0	0	6	0.13	2	0.06	75	0.1
		"MOLONEY, Brenda Mary"	ARP	3	0.01	0	0	0	0	0	0	0	0	3	0
		"FLEMING, Terry"	ARP	4	0.01	0	0	0	0	1	0.02	0	0	5	0.01
		Group Total	ARP	73	0.12	1	0.02	0	0	7	0.15	2	0.06	83	0.11
N		TICKET VOTES	DEM	2691	4.5	248	5.73	10	2.72	192	4.15	125	3.83	3266	4.51
	#	"WOODLEY, John"	DEM	202	0.34	23	0.53	0	0	11	0.24	14	0.43	250	0.35
		"CHERRY, John Clifford"	DEM	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		"BATHURST, Megan Jane"	DEM	15	0.03	1	0.02	0	0	1	0.02	2	0.06	19	0.03
		Group Total	DEM	2914	4.87	272	6.28	10	2.72	204	4.41	141	4.32	3541	4.89
O		TICKET VOTES	ACS	103	0.17	7	0.16	2	0.54	15	0.32	8	0.25	135	0.19
		"THE FAMILY COURT REFUSES MY DAUR, Bruce"	ACS	13	0.02	2	0.05	0	0	0	0	0	0	15	0.02
		"SOUTHALL, Steve"	ACS	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ACS	117	0.2	9	0.21	2	0.54	15	0.32	8	0.25	151	0.21
P		TICKET VOTES	ALP	21757	36.39	1447	33.41	168	45.65	1577	34.1	1081	33.12	26030	35.96
	#	"McLUCAS, Jan"	ALP	348	0.58	24	0.55	1	0.27	33	0.71	22	0.67	428	0.59
	#	"LUDWIG, Joe"	ALP	9	0.02	0	0	0	0	1	0.02	4	0.12	14	0.02
		"PIASECKI, Jann"	ALP	11	0.02	1	0.02	0	0	1	0.02	2	0.06	15	0.02
		Group Total	ALP	22125	37	1472	33.99	169	45.92	1612	34.85	1109	33.98	26487	36.59
Q		TICKET VOTES	LP	4948	8.27	745	17.2	30	8.15	521	11.26	333	10.2	6577	9.09
	#	"PARER, Warwick"	LP	111	0.19	11	0.25	0	0	14	0.3	15	0.46	151	0.21
	#	"MASON, Brett"	LP	2	0	0	0	0	0	0	0	0	0	2	0
		"MacGIBBON, David"	LP	4	0.01	0	0	0	0	0	0	1	0.03	5	0.01
		"KEMBER, Deborah"	LP	10	0.02	0	0	0	0	1	0.02	1	0.03	12	0.02
		Group Total	LP	5075	8.49	756	17.46	30	8.15	536	11.59	350	10.72	6747	9.32
R		TICKET VOTES	AWP	230	0.38	23	0.53	2	0.54	22	0.48	10	0.31	287	0.4
		"KELLY, Mary"	AWP	9	0.02	1	0.02	0	0	1	0.02	1	0.03	12	0.02
		"HUGHEY, Jenny"	AWP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AWP	240	0.4	24	0.55	2	0.54	23	0.5	11	0.34	300	0.41
S		TICKET VOTES		10	0.02	2	0.05	0	0	0	0	0	0	12	0.02
		"JOHNSTON, Selwyn N. L."		2	0	0	0	0	0	0	0	0	0	2	0
		"JOHNSTON, Aaron M."		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		12	0.02	2	0.05	0	0	0	0	0	0	14	0.02
T		TICKET VOTES	DSL	99	0.17	6	0.14	1	0.27	10	0.22	2	0.06	118	0.16
		"GIANNIOTIS, Andy"	DSL	9	0.02	1	0.02	0	0	0	0	0	0	10	0.01
		"WYNTER, Coral"	DSL	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	DSL	108	0.18	7	0.16	1	0.27	10	0.22	2	0.06	128	0.18
U		TICKET VOTES	GRN	713	1.19	94	2.17	7	1.9	62	1.34	36	1.1	912	1.26
		"HUTTON, Drew"	GRN	62	0.1	8	0.18	0	0	4	0.09	4	0.12	78	0.11
		"MAHONEY, Desiree"	GRN	2	0	0	0	0	0	0	0	2	0.06	4	0.01
		"GWIN, Chris"	GRN	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		Group Total	GRN	781	1.31	102	2.36	7	1.9	66	1.43	42	1.29	998	1.38
UNGROUPED															
		"MacNEVIN, Michelle J."	IND	22	0.04	1	0.02	0	0	3	0.06	1	0.03	27	0.04
		"SHARPLES, Terry"	IND	2	0	2	0.05	0	0	3	0.06	0	0	7	0.01
		"DALTON, Kenny"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"HODGETTS, Doug"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"PEACH, Bryan"	IND	5	0.01	0	0	0	0	0	0	1	0.03	6	0.01
		Ungrouped Total		31	0.05	3	0.07	0	0	6	0.13	2	0.06	42	0.06
			FORMAL	59796	96.54	4331	98.5	368	96.34	4625	98.76	3264	97.81	72384	96.85
			INFORMAL	2142	3.46	66	1.5	14	3.66	58	1.24	73	2.19	2353	3.15
			TOTAL	61938	82.87	4397	5.88	382	0.51	4683	6.27	3337	4.46	74737	95.41



Kennedy (84340)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	QF	500	0.78	20	0.39	11	1.42	17	0.8	15	0.39	563	0.75
		"COLSTON, David Andrew"	QF	46	0.07	2	0.04	0	0	1	0.05	2	0.05	51	0.07
		"COLSTON, Dawn Patricia"	QF	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	QF	548	0.86	22	0.43	11	1.42	18	0.85	17	0.44	616	0.82
B		TICKET VOTES		41	0.06	4	0.08	0	0	1	0.05	0	0	46	0.06
		"LINSLEY, Jan"		5	0.01	0	0	0	0	0	0	0	0	5	0.01
		"MEREDITH, Percy"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		46	0.07	4	0.08	0	0	1	0.05	0	0	51	0.07
C		TICKET VOTES		23	0.04	2	0.04	0	0	1	0.05	1	0.03	27	0.04
		"PAYNE, Noel Andrew"		1	0	0	0	0	0	0	0	0	0	1	0
		"PAVIER, Jim"		1	0	1	0.02	0	0	0	0	0	0	2	0
		Group Total		25	0.04	3	0.06	0	0	1	0.05	1	0.03	30	0.04
D		TICKET VOTES		257	0.4	17	0.33	9	1.16	10	0.47	8	0.21	301	0.4
		"FONG, Harry"	UNI	15	0.02	2	0.04	0	0	0	0	1	0.03	18	0.02
		"TOOGOOD, Chris"	UNI	2	0	1	0.02	0	0	0	0	0	0	3	0
		Group Total		274	0.43	20	0.39	9	1.16	10	0.47	9	0.24	322	0.43
E		TICKET VOTES	NP	16109	25.28	826	16.21	111	14.36	336	15.81	1560	40.81	18942	25.08
		"O'CHEE, Bill"	NP	446	0.7	33	0.65	0	0	16	0.75	77	2.01	572	0.76
		"BRADLEY, Thomas Joseph"	NP	7	0.01	1	0.02	0	0	1	0.05	3	0.08	12	0.02
		"COBB, Teresa M."	NP	18	0.03	2	0.04	0	0	0	0	9	0.24	29	0.04
		Group Total	NP	16580	26.02	862	16.92	111	14.36	353	16.61	1649	43.13	19555	25.89
F		TICKET VOTES	FST	294	0.46	8	0.16	3	0.39	11	0.52	8	0.21	324	0.43
		"NAGLE, Eric"	FST	21	0.03	4	0.08	0	0	0	0	1	0.03	26	0.03
		"DUKE, Klaus"	FST	1	0	0	0	0	0	0	0	0	0	1	0
