Senate - 1993 Election																
First Preference Votes By Candidate																
By Vote Type by Division																


New South Wales																

Banks (79242)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		Group Total	DEM	4539	7.73	428	7.85	11	4.4	140	6.17	135	6.89	0	5253	7.65
UNGROUPED																
		"DIMITRIOU, Steve"	IND	14	0.02	5	0.09	0	0	0	0	0	0	0	19	0.03
		"KOEHLER, John"	CEG	1	0	0	0	0	0	0	0	0	0	0	1	0
		"GARVEY, Barry"	IND	3	0.01	0	0	0	0	0	0	0	0	0	3	0
		"SHERLOCK, Joe"	IND	12	0.02	0	0	0	0	1	0.04	1	0.05	0	14	0.02
		"BEILBY, Christopher Hart"		3	0.01	2	0.04	0	0	0	0	0	0	0	5	0.01
		"WARNER, Julie"	CEG	4	0.01	0	0	0	0	0	0	1	0.05	0	5	0.01
		Ungrouped Total		37	0.06	7	0.13	0	0	1	0.04	2	0.1	0	47	0.07
			FORMAL	58718	97.97	5451	98.59	250	97.28	2270	99.04	1960	98.39	0	68649	98.06
			INFORMAL	1217	2.03	78	1.41	7	2.72	22	0.96	32	1.61	0	1356	1.94
			TOTAL	59935	85.62	5529	7.9	257	0.37	2292	3.27	1992	2.85	0	70005	96.18



Fairfax (77223)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	CAP	1176	1.89	75	2.07	6	3.13	63	1.77	40	1.62	1	1361	1.89
		"JEWELL, Perry J.B."	CAP	232	0.37	10	0.28	1	0.52	9	0.25	10	0.4	-1	261	0.36
		"PITT, A. R."	CAP	9	0.01	2	0.06	0	0	0	0	0	0	0	11	0.02
		"HILL, Sandra"	CAP	11	0.02	1	0.03	0	0	0	0	1	0.04	0	13	0.02
		"GEISSMANN, Mark S."	CAP	3	0	0	0	0	0	0	0	0	0	0	3	0
		"GILL, Ryland E."	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"TEAGUE, Richard C."	CAP	2	0	0	0	0	0	0	0	1	0.04	0	3	0
		Group Total	CAP	1433	2.3	88	2.43	7	3.65	72	2.03	52	2.11	0	1652	2.29
B		TICKET VOTES	NP	8676	13.92	384	10.62	14	7.29	485	13.64	449	18.18	0	10008	13.87
	#	"O'CHEE, Bill"	NP	495	0.79	35	0.97	1	0.52	33	0.93	39	1.58	-1	602	0.83
		"KELLY, De-Anne"	NP	21	0.03	1	0.03	0	0	0	0	3	0.12	0	25	0.03
		"COBB, Teresa M."	NP	10	0.02	1	0.03	0	0	0	0	1	0.04	0	12	0.02
		Group Total	NP	9202	14.77	421	11.65	15	7.81	518	14.57	492	19.92	-1	10647	14.76
C		TICKET VOTES	LP	23075	37.03	1266	35.02	64	33.33	1540	43.32	967	39.15	0	26912	37.3
	#	"MacGIBBON, David"	LP	949	1.52	62	1.72	1	0.52	44	1.24	48	1.94	-1	1103	1.53
	#	"PARER, Warwick"	LP	10	0.02	0	0	0	0	0	0	3	0.12	0	13	0.02
		"CUNNINGHAM, Ross Alan"	LP	7	0.01	0	0	0	0	0	0	1	0.04	0	8	0.01
		"BUCHANAN, Ann"	LP	13	0.02	2	0.06	1	0.52	3	0.08	2	0.08	0	21	0.03
		"BIRD, Henry Walter"	LP	3	0	0	0	0	0	0	0	0	0	0	3	0
		"DAVIES, Owen"	LP	106	0.17	5	0.14	0	0	6	0.17	9	0.36	0	126	0.17
		Group Total	LP	24163	38.77	1335	36.93	66	34.38	1593	44.81	1030	41.7	-1	28186	39.07
D		TICKET VOTES	CTA	317	0.51	41	1.13	0	0	21	0.59	14	0.57	0	393	0.54
		"SIMS, Alan"	CTA	71	0.11	7	0.19	0	0	6	0.17	7	0.28	0	91	0.13
		"JOYNER, Rona"	CTA	10	0.02	0	0	0	0	1	0.03	0	0	0	11	0.02
		Group Total	CTA	398	0.64	48	1.33	0	0	28	0.79	21	0.85	0	495	0.69
E		TICKET VOTES		34	0.05	4	0.11	1	0.52	5	0.14	1	0.04	1	46	0.06
		"WEEDON, Barry"		3	0	0	0	0	0	0	0	0	0	0	3	0
		"CROMPTON, Margaret"		2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total		39	0.06	4	0.11	1	0.52	5	0.14	1	0.04	1	51	0.07
F		TICKET VOTES	QG	1961	3.15	194	5.37	16	8.33	107	3.01	38	1.54	0	2316	3.21
		"HUTTON, Drew"	QG	282	0.45	21	0.58	0	0	17	0.48	14	0.57	0	334	0.46
		"HUNT, Colin"	QG	4	0.01	2	0.06	0	0	0	0	0	0	0	6	0.01
		"SPENCER, Naomi"	QG	15	0.02	3	0.08	0	0	3	0.08	0	0	0	21	0.03
		Group Total	QG	2262	3.63	220	6.09	16	8.33	127	3.57	52	2.11	0	2677	3.71
G		TICKET VOTES	ALP	18718	30.04	1117	30.9	65	33.85	925	26.02	635	25.71	0	21460	29.74
	#	"REYNOLDS, Margaret"	ALP	541	0.87	42	1.16	1	0.52	32	0.9	25	1.01	0	641	0.89
	#	"COLSTON, Malcolm"	ALP	28	0.04	2	0.06	0	0	0	0	2	0.08	0	32	0.04
		"BIRD, John"	ALP	13	0.02	2	0.06	0	0	1	0.03	0	0	0	16	0.02
		"McLEAN, Ian"	ALP	34	0.05	3	0.08	0	0	2	0.06	1	0.04	0	40	0.06
		Group Total	ALP	19334	31.02	1166	32.25	66	34.38	960	27	663	26.84	0	22189	30.75
H		TICKET VOTES		25	0.04	1	0.03	1	0.52	0	0	0	0	0	27	0.04
		"ALFORD, Ronald James"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"SMITH, Sylvia Dianne"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		27	0.04	1	0.03	1	0.52	0	0	0	0	0	29	0.04
I		TICKET VOTES	AIP	149	0.24	10	0.28	0	0	6	0.17	2	0.08	0	167	0.23
		"McCARTHY, Darby"	AIP	39	0.06	2	0.06	0	0	0	0	2	0.08	-1	42	0.06
		"BRANFIELD, Una"	AIP	2	0	0	0	0	0	0	0	1	0.04	0	3	0
		Group Total	AIP	190	0.3	12	0.33	0	0	6	0.17	5	0.2	-1	212	0.29
J		TICKET VOTES	NLP	331	0.53	24	0.66	1	0.52	20	0.56	3	0.12	0	379	0.53
		"WILSON, Geoff"	NLP	53	0.09	1	0.03	1	0.52	1	0.03	0	0	0	56	0.08
		"JACKSON, Peter"	NLP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	NLP	386	0.62	25	0.69	2	1.04	21	0.59	3	0.12	0	437	0.61
K		TICKET VOTES	DEM	4283	6.87	251	6.94	14	7.29	198	5.57	135	5.47	0	4881	6.77
	#	"WOODLEY, John"	DEM	516	0.83	30	0.83	3	1.56	21	0.59	12	0.49	0	582	0.81
		"CORNISH, Jonathan"	DEM	4	0.01	1	0.03	0	0	0	0	0	0	0	5	0.01
		"WOODROW, Gayle"	DEM	35	0.06	7	0.19	1	0.52	2	0.06	2	0.08	-1	46	0.06
		"WALTERS, Tony"	DEM	12	0.02	3	0.08	0	0	0	0	1	0.04	0	16	0.02
		Group Total	DEM	4850	7.78	292	8.08	18	9.38	221	6.22	150	6.07	-1	5530	7.66
UNGROUPED																
		"DIMITRIOU, Steve"	IND	14	0.02	1	0.03	0	0	2	0.06	1	0.04	0	18	0.02
		"KOEHLER, John"	CEG	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"GARVEY, Barry"	IND	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
		"SHERLOCK, Joe"	IND	8	0.01	1	0.03	0	0	2	0.06	0	0	0	11	0.02
		"BEILBY, Christopher Hart"		0	0	1	0.03	0	0	0	0	0	0	0	1	0
		"WARNER, Julie"	CEG	1	0	0	0	0	0	0	0	0	0	0	1	0
		Ungrouped Total		36	0.06	3	0.08	0	0	4	0.11	1	0.04	0	44	0.06
			FORMAL	62320	98.16	3615	98.82	192	98.46	3555	98.61	2470	98.88	-3	72149	98.23
			INFORMAL	1170	1.84	43	1.18	3	1.54	50	1.39	28	1.12	3	1297	1.77
			TOTAL	63490	86.44	3658	4.98	195	0.27	3605	4.91	2498	3.4	0	73446	95.11



Fisher (76577)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	CAP	2088	3.34	126	2.79	7	2.73	57	2.25	46	1.84	0	2324	3.21
		"JEWELL, Perry J.B."	CAP	265	0.42	15	0.33	0	0	5	0.2	4	0.16	-1	288	0.4
		"PITT, A. R."	CAP	6	0.01	1	0.02	0	0	0	0	2	0.08	0	9	0.01
		"HILL, Sandra"	CAP	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"GEISSMANN, Mark S."	CAP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"GILL, Ryland E."	CAP	2	0	0	0	0	0	0	0	1	0.04	0	3	0
		"TEAGUE, Richard C."	CAP	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		Group Total	CAP	2369	3.79	143	3.16	7	2.73	62	2.44	53	2.12	-1	2633	3.64
B		TICKET VOTES	NP	9179	14.67	657	14.54	30	11.72	300	11.82	446	17.83	0	10612	14.66
	#	"O'CHEE, Bill"	NP	535	0.86	50	1.11	0	0	22	0.87	49	1.96	0	656	0.91
		"KELLY, De-Anne"	NP	19	0.03	4	0.09	0	0	1	0.04	3	0.12	0	27	0.04
		"COBB, Teresa M."	NP	5	0.01	1	0.02	0	0	0	0	1	0.04	0	7	0.01
		Group Total	NP	9738	15.56	712	15.75	30	11.72	323	12.73	499	19.95	0	11302	15.61
C		TICKET VOTES	LP	19800	31.64	1303	28.83	63	24.61	993	39.14	843	33.71	1	23003	31.78
	#	"MacGIBBON, David"	LP	1237	1.98	57	1.26	2	0.78	39	1.54	55	2.2	-2	1388	1.92
	#	"PARER, Warwick"	LP	16	0.03	2	0.04	0	0	1	0.04	2	0.08	-1	20	0.03
		"CUNNINGHAM, Ross Alan"	LP	8	0.01	2	0.04	0	0	0	0	0	0	0	10	0.01
		"BUCHANAN, Ann"	LP	22	0.04	4	0.09	0	0	1	0.04	3	0.12	0	30	0.04
		"BIRD, Henry Walter"	LP	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		"DAVIES, Owen"	LP	22	0.04	4	0.09	0	0	3	0.12	1	0.04	0	30	0.04
		Group Total	LP	21107	33.73	1373	30.38	65	25.39	1037	40.88	904	36.15	-2	24484	33.82
D		TICKET VOTES	CTA	345	0.55	35	0.77	1	0.39	19	0.75	23	0.92	0	423	0.58
		"SIMS, Alan"	CTA	70	0.11	5	0.11	0	0	3	0.12	5	0.2	0	83	0.11
		"JOYNER, Rona"	CTA	20	0.03	3	0.07	0	0	0	0	2	0.08	0	25	0.03
		Group Total	CTA	435	0.7	43	0.95	1	0.39	22	0.87	30	1.2	0	531	0.73
E		TICKET VOTES		73	0.12	9	0.2	0	0	5	0.2	3	0.12	0	90	0.12
		"WEEDON, Barry"		5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"CROMPTON, Margaret"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		79	0.13	9	0.2	0	0	5	0.2	3	0.12	0	96	0.13
F		TICKET VOTES	QG	1649	2.64	209	4.62	19	7.42	65	2.56	39	1.56	0	1981	2.74
		"HUTTON, Drew"	QG	232	0.37	32	0.71	2	0.78	15	0.59	5	0.2	0	286	0.4
		"HUNT, Colin"	QG	5	0.01	0	0	0	0	0	0	1	0.04	0	6	0.01
		"SPENCER, Naomi"	QG	17	0.03	1	0.02	0	0	1	0.04	1	0.04	0	20	0.03
		Group Total	QG	1903	3.04	242	5.35	21	8.2	81	3.19	46	1.84	0	2293	3.17
G		TICKET VOTES	ALP	21547	34.43	1574	34.82	113	44.14	824	32.48	757	30.27	1	24816	34.28
	#	"REYNOLDS, Margaret"	ALP	614	0.98	39	0.86	1	0.39	19	0.75	26	1.04	-1	698	0.96
	#	"COLSTON, Malcolm"	ALP	18	0.03	6	0.13	0	0	2	0.08	2	0.08	0	28	0.04
		"BIRD, John"	ALP	15	0.02	1	0.02	0	0	0	0	3	0.12	0	19	0.03
		"McLEAN, Ian"	ALP	35	0.06	0	0	0	0	0	0	3	0.12	0	38	0.05
		Group Total	ALP	22229	35.52	1620	35.84	114	44.53	845	33.31	791	31.63	0	25599	35.37
H		TICKET VOTES		40	0.06	2	0.04	0	0	2	0.08	1	0.04	0	45	0.06
		"ALFORD, Ronald James"		5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"SMITH, Sylvia Dianne"		0	0	0	0	0	0	0	0	1	0.04	0	1	0
		Group Total		45	0.07	2	0.04	0	0	2	0.08	2	0.08	0	51	0.07
I		TICKET VOTES	AIP	212	0.34	16	0.35	4	1.56	9	0.35	5	0.2	0	246	0.34
		"McCARTHY, Darby"	AIP	35	0.06	4	0.09	0	0	2	0.08	0	0	0	41	0.06
		"BRANFIELD, Una"	AIP	3	0	0	0	0	0	0	0	1	0.04	0	4	0.01
		Group Total	AIP	250	0.4	20	0.44	4	1.56	11	0.43	6	0.24	0	291	0.4
J		TICKET VOTES	NLP	121	0.19	11	0.24	0	0	3	0.12	2	0.08	0	137	0.19
		"WILSON, Geoff"	NLP	9	0.01	1	0.02	0	0	2	0.08	1	0.04	0	13	0.02
		"JACKSON, Peter"	NLP	1	0	1	0.02	0	0	1	0.04	0	0	0	3	0
		Group Total	NLP	131	0.21	13	0.29	0	0	6	0.24	3	0.12	0	153	0.21
K		TICKET VOTES	DEM	3754	6	300	6.64	14	5.47	116	4.57	141	5.64	1	4326	5.98
	#	"WOODLEY, John"	DEM	427	0.68	32	0.71	0	0	18	0.71	18	0.72	0	495	0.68
		"CORNISH, Jonathan"	DEM	5	0.01	0	0	0	0	1	0.04	0	0	0	6	0.01
		"WOODROW, Gayle"	DEM	18	0.03	2	0.04	0	0	3	0.12	0	0	0	23	0.03
		"WALTERS, Tony"	DEM	9	0.01	0	0	0	0	1	0.04	0	0	0	10	0.01
		Group Total	DEM	4213	6.73	334	7.39	14	5.47	139	5.48	159	6.36	1	4860	6.71
UNGROUPED																
		"DIMITRIOU, Steve"	IND	45	0.07	3	0.07	0	0	2	0.08	4	0.16	0	54	0.07
		"KOEHLER, John"	CEG	5	0.01	0	0	0	0	1	0.04	0	0	0	6	0.01
		"GARVEY, Barry"	IND	7	0.01	1	0.02	0	0	0	0	0	0	0	8	0.01
		"SHERLOCK, Joe"	IND	9	0.01	1	0.02	0	0	1	0.04	1	0.04	0	12	0.02
		"BEILBY, Christopher Hart"		1	0	1	0.02	0	0	0	0	0	0	0	2	0
		"WARNER, Julie"	CEG	7	0.01	3	0.07	0	0	0	0	0	0	0	10	0.01
		Ungrouped Total		74	0.12	9	0.2	0	0	4	0.16	5	0.2	0	92	0.13
			FORMAL	62573	98.05	4520	98.41	256	99.22	2537	98.75	2501	98.74	-2	72385	98.12
			INFORMAL	1247	1.95	73	1.59	2	0.78	32	1.25	32	1.26	2	1388	1.88
			TOTAL	63820	86.51	4593	6.23	258	0.35	2569	3.48	2533	3.43	0	73773	96.34



Forde (75893)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	CAP	1102	1.79	102	1.99	5	1.8	24	1.16	9	0.54	0	1242	1.76
		"JEWELL, Perry J.B."	CAP	207	0.34	15	0.29	1	0.36	3	0.15	3	0.18	-1	228	0.32
		"PITT, A. R."	CAP	13	0.02	1	0.02	0	0	3	0.15	0	0	0	17	0.02
		"HILL, Sandra"	CAP	10	0.02	3	0.06	0	0	0	0	0	0	0	13	0.02
		"GEISSMANN, Mark S."	CAP	3	0	0	0	0	0	0	0	0	0	0	3	0
		"GILL, Ryland E."	CAP	5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
		"TEAGUE, Richard C."	CAP	9	0.01	0	0	0	0	1	0.05	0	0	0	10	0.01
		Group Total	CAP	1349	2.2	122	2.38	6	2.16	31	1.5	12	0.71	-1	1519	2.15
B		TICKET VOTES	NP	2708	4.41	241	4.69	11	3.96	98	4.74	94	5.6	1	3153	4.47
	#	"O'CHEE, Bill"	NP	231	0.38	34	0.66	0	0	7	0.34	13	0.77	-1	284	0.4
		"KELLY, De-Anne"	NP	13	0.02	3	0.06	0	0	0	0	1	0.06	0	17	0.02
		"COBB, Teresa M."	NP	7	0.01	0	0	0	0	0	0	1	0.06	0	8	0.01
		Group Total	NP	2959	4.82	278	5.41	11	3.96	105	5.08	109	6.49	0	3462	4.9
C		TICKET VOTES	LP	18154	29.54	1517	29.55	63	22.66	703	34.03	522	31.09	2	20961	29.69
	#	"MacGIBBON, David"	LP	1352	2.2	72	1.4	4	1.44	41	1.98	37	2.2	-1	1505	2.13
	#	"PARER, Warwick"	LP	7	0.01	2	0.04	0	0	2	0.1	0	0	0	11	0.02
		"CUNNINGHAM, Ross Alan"	LP	11	0.02	1	0.02	0	0	0	0	0	0	0	12	0.02
		"BUCHANAN, Ann"	LP	15	0.02	4	0.08	0	0	2	0.1	1	0.06	0	22	0.03
		"BIRD, Henry Walter"	LP	1	0	0	0	0	0	0	0	1	0.06	0	2	0
		"DAVIES, Owen"	LP	18	0.03	1	0.02	0	0	1	0.05	1	0.06	0	21	0.03
		Group Total	LP	19558	31.83	1597	31.11	67	24.1	749	36.25	562	33.47	1	22534	31.91
D		TICKET VOTES	CTA	301	0.49	27	0.53	2	0.72	12	0.58	14	0.83	1	357	0.51
		"SIMS, Alan"	CTA	119	0.19	5	0.1	0	0	5	0.24	3	0.18	0	132	0.19
		"JOYNER, Rona"	CTA	12	0.02	2	0.04	0	0	1	0.05	0	0	0	15	0.02
		Group Total	CTA	432	0.7	34	0.66	2	0.72	18	0.87	17	1.01	1	504	0.71
E		TICKET VOTES		49	0.08	9	0.18	0	0	3	0.15	0	0	0	61	0.09
		"WEEDON, Barry"		11	0.02	2	0.04	0	0	1	0.05	0	0	0	14	0.02
		"CROMPTON, Margaret"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		61	0.1	11	0.21	0	0	4	0.19	0	0	0	76	0.11
F		TICKET VOTES	QG	1400	2.28	253	4.93	10	3.6	68	3.29	48	2.86	0	1779	2.52
		"HUTTON, Drew"	QG	192	0.31	26	0.51	0	0	5	0.24	3	0.18	0	226	0.32
		"HUNT, Colin"	QG	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"SPENCER, Naomi"	QG	17	0.03	2	0.04	1	0.36	2	0.1	0	0	0	22	0.03
		Group Total	QG	1614	2.63	281	5.47	11	3.96	75	3.63	51	3.04	0	2032	2.88
G		TICKET VOTES	ALP	29269	47.63	2344	45.66	156	56.12	919	44.48	757	45.09	2	33447	47.37
	#	"REYNOLDS, Margaret"	ALP	709	1.15	62	1.21	3	1.08	11	0.53	33	1.97	-4	814	1.15
	#	"COLSTON, Malcolm"	ALP	43	0.07	2	0.04	1	0.36	1	0.05	3	0.18	0	50	0.07
		"BIRD, John"	ALP	25	0.04	8	0.16	0	0	2	0.1	2	0.12	-1	36	0.05
		"McLEAN, Ian"	ALP	77	0.13	4	0.08	1	0.36	3	0.15	4	0.24	1	90	0.13
		Group Total	ALP	30123	49.02	2420	47.14	161	57.91	936	45.3	799	47.59	-2	34437	48.77
H		TICKET VOTES		38	0.06	5	0.1	0	0	0	0	4	0.24	0	47	0.07
		"ALFORD, Ronald James"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"SMITH, Sylvia Dianne"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		41	0.07	5	0.1	0	0	0	0	4	0.24	0	50	0.07
I		TICKET VOTES	AIP	107	0.17	7	0.14	1	0.36	2	0.1	2	0.12	0	119	0.17
		"McCARTHY, Darby"	AIP	20	0.03	2	0.04	0	0	0	0	1	0.06	0	23	0.03
		"BRANFIELD, Una"	AIP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AIP	128	0.21	9	0.18	1	0.36	2	0.1	3	0.18	0	143	0.2
J		TICKET VOTES	NLP	68	0.11	6	0.12	0	0	1	0.05	1	0.06	-2	74	0.1
		"WILSON, Geoff"	NLP	9	0.01	1	0.02	0	0	0	0	0	0	0	10	0.01
		"JACKSON, Peter"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	78	0.13	7	0.14	0	0	1	0.05	1	0.06	-2	85	0.12
K		TICKET VOTES	DEM	4469	7.27	325	6.33	16	5.76	123	5.95	111	6.61	2	5046	7.15
	#	"WOODLEY, John"	DEM	530	0.86	33	0.64	3	1.08	15	0.73	9	0.54	0	590	0.84
		"CORNISH, Jonathan"	DEM	17	0.03	1	0.02	0	0	1	0.05	0	0	0	19	0.03
		"WOODROW, Gayle"	DEM	28	0.05	0	0	0	0	1	0.05	0	0	0	29	0.04
		"WALTERS, Tony"	DEM	16	0.03	0	0	0	0	1	0.05	0	0	0	17	0.02
		Group Total	DEM	5060	8.23	359	6.99	19	6.83	141	6.82	120	7.15	2	5701	8.07
UNGROUPED																
		"DIMITRIOU, Steve"	IND	23	0.04	5	0.1	0	0	3	0.15	0	0	0	31	0.04
		"KOEHLER, John"	CEG	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"GARVEY, Barry"	IND	4	0.01	0	0	0	0	0	0	1	0.06	0	5	0.01
		"SHERLOCK, Joe"	IND	2	0	3	0.06	0	0	0	0	0	0	0	5	0.01
		"BEILBY, Christopher Hart"		6	0.01	1	0.02	0	0	0	0	0	0	0	7	0.01
		"WARNER, Julie"	CEG	10	0.02	2	0.04	0	0	1	0.05	0	0	0	13	0.02
		Ungrouped Total		49	0.08	11	0.21	0	0	4	0.19	1	0.06	0	65	0.09
			FORMAL	61452	97.64	5134	98.41	278	95.21	2066	98.71	1679	98.88	-1	70608	97.75
			INFORMAL	1483	2.36	83	1.59	14	4.79	27	1.29	19	1.12	1	1627	2.25
			TOTAL	62935	87.13	5217	7.22	292	0.4	2093	2.9	1698	2.35	0	72235	95.18



Griffith (81721)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	CAP	430	0.67	55	0.97	1	0.43	9	0.37	7	0.22	0	502	0.66
		"JEWELL, Perry J.B."	CAP	138	0.22	11	0.19	0	0	4	0.16	2	0.06	0	155	0.21
		"PITT, A. R."	CAP	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"HILL, Sandra"	CAP	4	0.01	0	0	0	0	1	0.04	0	0	0	5	0.01
		"GEISSMANN, Mark S."	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"GILL, Ryland E."	CAP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"TEAGUE, Richard C."	CAP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	CAP	580	0.9	66	1.16	1	0.43	14	0.58	9	0.29	0	670	0.89
B		TICKET VOTES	NP	2505	3.91	277	4.87	5	2.16	92	3.78	135	4.32	0	3014	3.99
	#	"O'CHEE, Bill"	NP	340	0.53	28	0.49	1	0.43	16	0.66	29	0.93	-1	413	0.55
		"KELLY, De-Anne"	NP	10	0.02	0	0	0	0	0	0	1	0.03	0	11	0.01
		"COBB, Teresa M."	NP	7	0.01	2	0.04	0	0	1	0.04	0	0	0	10	0.01
		Group Total	NP	2862	4.47	307	5.39	6	2.6	109	4.48	165	5.28	-1	3448	4.56
C		TICKET VOTES	LP	19539	30.48	1661	29.19	73	31.6	873	35.87	944	30.19	0	23090	30.54
	#	"MacGIBBON, David"	LP	1770	2.76	89	1.56	3	1.3	44	1.81	88	2.81	0	1994	2.64
	#	"PARER, Warwick"	LP	49	0.08	5	0.09	0	0	2	0.08	5	0.16	0	61	0.08
		"CUNNINGHAM, Ross Alan"	LP	10	0.02	0	0	0	0	0	0	0	0	0	10	0.01
		"BUCHANAN, Ann"	LP	22	0.03	3	0.05	1	0.43	0	0	2	0.06	0	28	0.04
		"BIRD, Henry Walter"	LP	6	0.01	0	0	0	0	0	0	1	0.03	0	7	0.01
		"DAVIES, Owen"	LP	15	0.02	2	0.04	1	0.43	0	0	0	0	0	18	0.02
		Group Total	LP	21411	33.4	1760	30.93	78	33.77	919	37.76	1040	33.26	0	25208	33.35
D		TICKET VOTES	CTA	241	0.38	30	0.53	2	0.87	12	0.49	10	0.32	0	295	0.39
		"SIMS, Alan"	CTA	61	0.1	5	0.09	0	0	4	0.16	2	0.06	0	72	0.1
		"JOYNER, Rona"	CTA	22	0.03	0	0	0	0	5	0.21	2	0.06	0	29	0.04
		Group Total	CTA	324	0.51	35	0.62	2	0.87	21	0.86	14	0.45	0	396	0.52
E		TICKET VOTES		38	0.06	9	0.16	1	0.43	1	0.04	1	0.03	1	51	0.07
		"WEEDON, Barry"		24	0.04	1	0.02	0	0	0	0	1	0.03	-1	25	0.03
		"CROMPTON, Margaret"		5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total		67	0.1	10	0.18	1	0.43	1	0.04	2	0.06	0	81	0.11
F		TICKET VOTES	QG	2243	3.5	2045	35.93	15	6.49	106	4.35	52	1.66	0	4461	5.9
		"HUTTON, Drew"	QG	551	0.86	55	0.97	2	0.87	22	0.9	9	0.29	0	639	0.85
		"HUNT, Colin"	QG	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"SPENCER, Naomi"	QG	24	0.04	3	0.05	0	0	1	0.04	1	0.03	1	30	0.04
		Group Total	QG	2824	4.41	2103	36.95	17	7.36	129	5.3	62	1.98	1	5136	6.79
G		TICKET VOTES	ALP	28927	45.13	763	13.41	95	41.13	957	39.32	1575	50.37	2	32319	42.75
	#	"REYNOLDS, Margaret"	ALP	923	1.44	95	1.67	6	2.6	59	2.42	42	1.34	-2	1123	1.49
	#	"COLSTON, Malcolm"	ALP	34	0.05	6	0.11	0	0	3	0.12	8	0.26	0	51	0.07
		"BIRD, John"	ALP	32	0.05	3	0.05	0	0	3	0.12	3	0.1	-2	39	0.05
		"McLEAN, Ian"	ALP	107	0.17	17	0.3	0	0	7	0.29	9	0.29	2	142	0.19
		Group Total	ALP	30023	46.84	884	15.53	101	43.72	1029	42.28	1637	52.35	0	33674	44.55
H		TICKET VOTES		46	0.07	1	0.02	0	0	1	0.04	1	0.03	0	49	0.06
		"ALFORD, Ronald James"		5	0.01	3	0.05	0	0	0	0	1	0.03	0	9	0.01
		"SMITH, Sylvia Dianne"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		52	0.08	4	0.07	0	0	1	0.04	2	0.06	0	59	0.08
I		TICKET VOTES	AIP	226	0.35	9	0.16	2	0.87	6	0.25	7	0.22	0	250	0.33
		"McCARTHY, Darby"	AIP	79	0.12	6	0.11	1	0.43	4	0.16	1	0.03	-1	90	0.12
		"BRANFIELD, Una"	AIP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	AIP	307	0.48	15	0.26	3	1.3	10	0.41	8	0.26	-1	342	0.45
J		TICKET VOTES	NLP	127	0.2	17	0.3	1	0.43	2	0.08	3	0.1	0	150	0.2
		"WILSON, Geoff"	NLP	40	0.06	4	0.07	0	0	3	0.12	0	0	0	47	0.06
		"JACKSON, Peter"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	168	0.26	21	0.37	1	0.43	5	0.21	3	0.1	0	198	0.26
K		TICKET VOTES	DEM	4414	6.89	429	7.54	18	7.79	151	6.2	150	4.8	0	5162	6.83
	#	"WOODLEY, John"	DEM	877	1.37	40	0.7	0	0	38	1.56	25	0.8	16	996	1.32
